Genotype,Dish_Number,Date,Day_of,file,X,mean_grey,sd_grey,mean_area,sd_area,mean_perimeter,sd_perimeter,mean_major,sd_major,mean_minor,sd_minor,mean_ar,sd_ar,sd_turning,duration,N_frames,max_net,net_disp,net_speed,gross_disp,gross_speed,max_step,min_step,sd_step,sd_gross_speed,max_gross_speed,min_gross_speed,mean_turning
G57,23,11_1_2022,0,NA,NA,86.90805023,7.624231882,9519.16049,3734.001901,476.3086837,121.7300267,200.4149906,46.58262083,58.07185099,14.21350641,3.531265964,0.785921035,0.6125,10.43888889,160.85,6410.927,5419.25,575.3665,20024.9525,1924.931,1241.0515,14.916,129.2645,659.268,4884.2435,213.963,-5.00E-04
G57,23,11_2_2022,1,G57_23_11_2_2022,304.5,87.11737194,3.152970503,7030.748791,2079.535119,382.2990102,78.08608845,157.6442145,33.76813374,55.79220365,11.67587048,2.922192199,0.760073868,0.512142857,12.26190476,200.7857143,5002.626429,4437.285714,366.7228571,13192.45643,1072.253571,1306.147857,5.535,110.6528571,556.2364286,4423.618571,99.62,0.006428571
G57,23,11_4_2022,3,G57_23_11_4_2022,255,87.85046652,4.318981788,6051.722432,1918.29225,345.0441316,72.57283048,142.1697766,31.92336774,52.28476087,10.75445431,2.759624309,0.652424769,0.505882353,12.21895425,195.7058824,5483.672353,4738.470588,450.7035294,12974.16412,1105.507059,1071.681176,9.695294118,96.15176471,456.3641176,3623.874706,173.5923529,0.004705882
G57,23,11_10_2022,9,G57_23_11_10_2022,6,75.92956249,3.018386256,10533.18919,2288.414662,462.9349279,73.55112233,190.4676783,33.58512466,69.77594525,10.18219825,2.7923743,0.576788353,0.503636364,9.984848485,163.3636364,6893.312727,5461.363636,605.3236364,12757.03182,1251.701818,951.9709091,5.226363636,86.61636364,574.6363636,3593.6,93.52545455,0.01
G57,23,11_12_2022,11,G57_23_11_12_2022,140.5,83.32135912,10.42359581,9186.742409,3555.303184,436.6820247,102.9362378,180.6845008,41.78076035,61.99745227,15.03720075,2.996118397,0.627222616,0.58,9.606481481,144.4166667,7886.920833,6053.583333,704.9991667,26780.34417,2777.144167,1569.236667,46.86666667,158.5266667,571.0975,5035.155,465.5158333,0.0275
G57,23,11_14_2022,13,G57_23_11_14_2022,130,69.61899796,3.669156523,9288.567647,3343.895308,444.7657609,110.847887,183.1910676,44.12474848,62.74887174,14.48053273,2.996576649,0.750186305,0.653809524,9.814814815,160.0952381,5932.460476,4842.952381,568.0847619,15473.72333,1557.79,1002.844286,5.877619048,102.0780952,831.7880952,4148.955714,105.7961905,0.026666667
G57,23,11_18_2022,17,G57_23_11_18_2022,60,66.35211001,5.582281897,9675.402984,3393.797813,447.2066856,100.6066612,184.1588037,41.97185044,64.44468849,14.56356292,2.921083508,0.686274777,0.643333333,12.1037037,189.8666667,6836.311333,6076.866667,559.954,20970.17867,1724.255333,1571.21,7.965333333,147.3066667,837.5893333,4657.01,133.3193333,-1.16E-19
G57,23,11_21_2022,20,G57_23_11_21_2022,67,65.83883919,5.894158735,9157.103211,3756.77271,450.1788841,110.5110717,187.6783753,45.12004518,59.59091636,14.59405311,3.267833315,0.762500497,0.633529412,9.248366013,144.3529412,6738.943529,5093.823529,631.6447059,21008.73059,2224.424706,1389.462941,18.16764706,141.3952941,791.8982353,4946.058824,277.5717647,-0.011176471
G57,23,11_23_2022,22,G57_23_11_23_2022,71,68.44300774,4.636922915,8943.969667,2641.674684,432.6702226,89.76319003,180.5126578,40.17034166,61.33679957,11.57403308,3.020884334,0.747480839,0.6272,10.22444444,166.92,5651.81,4741.04,522.7548,14244.6852,1388.2804,1010.232,6.1908,103.3952,743.6808,3985.4212,110.0124,0.0248
Mix,24,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,24,11_2_2022,2,Mix_24_11_2_2022,607.5,80.05981355,6.441831982,6388.136574,2695.90282,374.1112511,103.3251922,156.6098601,44.25390435,49.57338268,11.98681415,3.240913602,0.855923243,0.471875,10.50694444,165.75,6009.6175,4284.625,449.800625,18377.11563,1835.628125,1398.42375,26.28375,141.99625,651.741875,4378.610625,283.2125,0.006875
Mix,24,11_4_2022,4,Mix_24_11_4_2022,574,88.17938117,5.57402675,5667.964171,2053.34124,334.6784464,81.07671447,137.7349981,34.95216357,50.60129676,10.71956485,2.761319194,0.696554705,0.626521739,11.44927536,187.5652174,5650.786087,5047.956522,502.2691304,11211.02565,1029.517391,1045.107391,3.452173913,98.61913043,622.5513043,3745.263478,62.1473913,0.007391304
Mix,24,11_8_2022,8,Mix_24_11_8_2022,67.5,88.2055144,6.158098709,7075.510201,2105.905805,380.9975731,76.84979663,158.6104748,34.7607191,54.74046595,10.16313564,2.956946585,0.671846078,0.521,13.65555556,216,7739.093,4230.6,518.016,20504.066,1533.132,1121.44,4.445,98.168,789.785,3917.469,78.736,-0.019
Mix,24,11_9_2022,9,Mix_24_11_9_2022,77.5,80.04879741,4.221439514,9399.843575,2947.072183,423.0009177,93.11919131,172.0888658,40.91541001,68.16981003,12.55841253,2.57532668,0.64883824,0.672,12.16388889,204.95,5483.636,4128.1,344.0595,17868.259,1454.197,910.6315,3.41,86.798,877.1065,4978.929,58.5275,0.015
Mix,24,11_12_2022,12,Mix_24_11_12_2022,408.5,68.40394023,5.504382946,9455.079622,3124.786444,452.9643986,99.25799658,189.1642278,43.5683575,61.43234369,11.88673235,3.110642012,0.666866389,0.440625,10.38888889,167.125,7913.26125,5973.5625,680.260625,21893.49625,2118.4225,1259.47375,12.744375,126.408125,700.615,4335.60875,221.25875,0.00125
Mix,24,11_14_2022,14,Mix_24_11_14_2022,383,67.78240928,4.671848197,9204.320514,3868.527955,445.7910315,121.7750566,185.4167704,48.91599464,59.31289235,15.18891118,3.190660801,0.79408228,0.524,9.759259259,149.2,6941.467333,5573.866667,625.1406667,20829.05267,2179.004667,1459.378,16.94333333,165.7166667,755.2093333,4705.517333,261.4373333,0.003333333
Mix,24,11_18_2022,18,Mix_24_11_18_2022,268.5,69.4551078,3.366812407,9291.834814,3045.583946,432.6629203,96.61417333,178.5357782,41.09854493,62.98750848,13.90427361,2.885548473,0.698333644,0.5555,11.35555556,186.35,6251.7445,4755.95,467.5765,16336.4095,1420.0485,983.798,5.6245,93.03,712.089,3627.0875,99.5625,-0.0115
Mix,24,11_21_2022,21,Mix_24_11_21_2022,273,68.39882183,4.960378697,8611.723532,2477.996142,417.5389586,81.35712899,172.449575,36.00952909,61.55903557,11.15429247,2.84351552,0.654208991,0.564705882,11.19281046,186.5294118,6775.045882,5328.823529,521.6258824,20072.54176,1769.401765,1054.257059,8.482941176,93.64294118,699.5876471,4063.050588,152.6888235,-0.02
Mix,24,11_23_2022,23,Mix_24_11_23_2022,276,68.84275839,4.364244147,8288.970385,2878.524309,401.8728427,91.74348301,164.4879582,39.59402605,61.0902585,13.21221105,2.765825359,0.70237467,0.577826087,10.43236715,170.8695652,6332.518696,5123.217391,576.2082609,14709.37826,1399.402174,1248.001739,5.618695652,118.3982609,718.5891304,3822.135217,98.22,-0.013043478
Mix,25,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,25,11_2_2022,2,Mix_25_11_2_2022,623,84.63779919,5.406434471,8849.059298,2614.119433,418.5124925,88.6004671,172.8287799,39.90696305,62.13919038,11.51821829,2.820927637,0.661299411,0.582666667,12.89259259,204,5304.426,3926.466667,308.522,14779.55067,1121.833333,1245.517333,4.642666667,108.906,542.3306667,3897.583333,82.252,0.066
Mix,25,11_4_2022,4,Mix_25_11_4_2022,594,89.10790879,6.206537362,10891.06914,3090.434052,474.3465819,91.49287368,196.8358689,40.46833873,68.75479637,12.35849727,2.915428865,0.625866009,0.537058824,12.56535948,203.4117647,6391.744706,5569.294118,490.1876471,15033.79235,1174.06,1236.310588,3.533529412,101.2970588,593.4682353,4094.089412,56.80823529,-0.000588235
Mix,25,11_9_2022,9,Mix_25_11_9_2022,99,81.73999785,2.770354169,8272.98039,3086.164645,396.2651531,92.2665618,161.3728118,39.86110961,62.75490616,14.30269064,2.639695608,0.673807051,0.53173913,11.23429952,187.6521739,5259.867826,4247.695652,437.8330435,15854.68957,1422.042609,902.8491304,6.376521739,87.29782609,645.5004348,4313.505652,104.0121739,0.016086957
Mix,25,11_12_2022,12,Mix_25_11_12_2022,426.5,69.0061788,3.760013453,9790.17462,3116.275067,456.0586709,100.3263138,186.2780159,40.81817842,64.8998092,13.98137681,2.924591632,0.638959113,0.544,10.925,176.65,6100.614,4610.15,468.383,16750.007,1538.5775,1166.9865,5.1455,123.616,807.8005,4289.7465,92.5945,0.0275
Mix,25,11_14_2022,14,Mix_25_11_14_2022,400,70.09833604,5.070617869,9138.667832,3033.739878,448.6577768,103.3575938,187.789679,43.73104921,59.41670723,12.87485098,3.232531376,0.769133299,0.543684211,10.38304094,164.3684211,6551.684737,5541.421053,628.8889474,19394.68263,1806.793684,1603.722632,8.672631579,150.7568421,809.1021053,4611.024737,156.0794737,-0.024210526
Mix,25,11_18_2022,18,Mix_25_11_18_2022,288.5,70.38275948,3.252666274,9188.179204,3838.565824,438.2560229,110.3317886,181.8946097,45.17538602,60.87766021,15.39927852,3.054098797,0.628103193,0.4975,9.166666667,149.5,6258.922,4715.15,620.5,18308.6505,1945.6355,784.081,14.6865,87.5115,656.4825,4024.7905,262.21,0.007
Mix,25,11_21_2022,21,Mix_25_11_21_2022,293,67.99455514,3.741811028,7282.631991,2855.231833,379.993713,96.37837013,157.0303658,42.34786893,55.54333537,12.35431526,2.867090212,0.722455699,0.55173913,9.734299517,157.1304348,5443.519565,4363.217391,486.6708696,14855.36609,1521.376957,1303.28913,8.570434783,130.6873913,688.09,4218.858261,151.9904348,0.019565217
Mix,25,11_23_2022,23,Mix_25_11_23_2022,296,57.99351211,2.595582854,5740.131562,2589.629784,331.8323734,99.60678851,136.5855911,42.86702951,49.80561254,13.45793459,2.793258568,0.814880874,0.634705882,10.80718954,158.5294118,5620.878235,4763.352941,455.9482353,16239.71059,1480.879412,2019.83,5.522941176,191.7876471,784.2317647,4507.228824,92.25882353,-0.020588235
G9,26,11_1_2022,0,NA,NA,86.24545027,4.92696165,10753.88278,3298.380869,481.2048019,102.0171147,198.0541202,42.21661665,67.66875938,14.02686929,3.003483538,0.695391076,0.469565217,11.82125604,192.5217391,5983.329565,4786.478261,431.0604348,16166.25435,1315.460435,1054.294783,7.123478261,97.71217391,591.6104348,4199.303043,125.193913,0.010869565
G9,26,11_2_2022,1,G9_26_11_2_2022,435,85.0482583,5.802026638,7166.43809,2286.759994,388.8979794,82.76506382,160.816664,35.218975,55.56058604,11.56870108,2.974964958,0.702980476,0.511052632,11.29532164,180.2105263,6004.066842,4803.631579,490.1742105,18094.90421,1558.696842,1203.367368,10.39684211,116.0031579,703.9084211,4274.460526,163.0552632,0.004210526
G9,26,11_4_2022,3,G9_26_11_4_2022,397.5,86.63417874,7.629542981,7343.995555,2544.060742,388.9084166,87.19042469,160.8117217,36.4103211,56.14893394,12.41975812,2.919128983,0.640348275,0.507777778,10.75308642,178.1111111,5972.476667,4223.611111,451.4894444,15686,1540.632778,869.3288889,14.09666667,86.53777778,651.9938889,4196.761111,237.2883333,0.020555556
G9,26,11_9_2022,8,G9_26_11_9_2022,231.5,84.37475955,4.516774625,11866.43425,3083.104317,510.9359359,94.5639101,215.6169718,42.71649518,68.98217955,11.12496733,3.1626796,0.616377131,0.4825,10.125,166.1,7310.5255,5766.45,712.28,20002.173,1978.3905,1025.8355,9.5525,108.6105,873.258,4176.651,171.9615,0.002
G9,26,11_12_2022,11,G9_26_11_12_2022,257,67.91711478,4.072151137,9125.773593,2900.178882,432.7399655,100.9897404,180.6850079,46.90381111,62.18978376,11.98296469,2.960941366,0.804442647,0.683333333,11.10740741,173.8666667,5254.618667,4206,393.5366667,13193.06733,1179.366667,1032.01,3.372666667,105.5473333,741.8326667,4169.302667,60.68333333,-0.002666667
G9,26,11_14_2022,13,G9_26_11_14_2022,207.5,69.79229149,4.663479391,9914.771103,3104.322988,462.8064357,102.6229847,193.4959688,45.01410583,63.69953648,12.21313973,3.106341362,0.749769601,0.572,10.53055556,179,5170.5275,4011.05,453.709,12593.918,1208.7145,808.683,4.246,76.6475,696.61,4039.2435,73.804,0.029
G9,26,11_18_2022,17,G9_26_11_18_2022,130,66.53745279,5.81204078,10626.99861,3970.837458,487.7265452,111.1586218,206.045521,46.20468149,62.85469147,14.86831145,3.340599664,0.645166108,0.545454545,9.97979798,143.5454545,7645.920909,6089.545455,720.6472727,24482.38,2432.950909,1410.707273,39.69545455,179.2881818,566.6472727,4710.7,449.4545455,-0.005454545
G9,26,11_21_2022,20,G9_26_11_21_2022,141.5,67.26415953,4.580403496,11832.79209,3463.940726,508.8278567,105.791348,213.504412,47.54648885,68.73678364,12.88707063,3.15882021,0.710912285,0.503636364,10.29545455,166.3636364,6537.142727,5152.818182,562.8859091,16497.08955,1557.684545,1284.976364,7.157727273,123.0468182,736.0136364,4226.763182,125.7722727,-0.016363636
G9,26,11_23_2022,22,G9_26_11_23_2022,143.5,54.50320491,4.390606289,8968.953974,3267.026911,443.6254509,113.9512483,184.9902591,49.27595763,59.58981461,13.54137327,3.172144333,0.870512593,0.654090909,11.60353535,182.2272727,5481.194091,4721.318182,433.0631818,14253.67409,1195.043182,1173.336364,3.044090909,106.7213636,680.3863636,3806.011364,50.58318182,0.015909091
Mix,27,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,27,11_2_2022,2,Mix_27_11_2_2022,640.5,85.83078753,6.512251795,9579.561247,3549.648637,445.3655004,111.8346124,183.6958973,43.80587024,62.99383648,15.05343618,2.989490779,0.648464013,0.538,9.330555556,142.45,7112.8505,5384.25,679.0365,17620.2195,1946.106,1374.3145,16.5025,156.1095,845.066,4522.328,240.486,0.018
Mix,27,11_4_2022,4,Mix_27_11_4_2022,613.5,88.99231759,5.609376835,8908.751703,2596.427189,413.1614182,84.77848271,169.1458192,36.33259021,63.60613267,12.71651884,2.702606338,0.629555562,0.484090909,10.66919192,177.9090909,5375.288182,4735.045455,517.0336364,11508.905,1087.241364,897.0136364,4.307727273,81.825,542.1836364,3967.831364,77.53863636,-0.000909091
Mix,27,11_9_2022,9,Mix_27_11_9_2022,403.5,71.21258427,5.393375436,7547.529294,2345.673329,391.6686933,86.03027494,163.4112372,38.87095947,56.75187994,10.72800336,2.916220536,0.728087342,0.5575,10.63333333,165.65,6198.6105,5180.65,525.614,13957.223,1304.537,1478.1405,5.5785,138.288,682.2365,3922.696,100.405,0.0065
G57,28,11_1_2022,0,NA,NA,86.90805023,7.624231882,9519.16049,3734.001901,476.3086837,121.7300267,200.4149906,46.58262083,58.07185099,14.21350641,3.531265964,0.785921035,0.6125,10.43888889,160.85,6410.927,5419.25,575.3665,20024.9525,1924.931,1241.0515,14.916,129.2645,659.268,4884.2435,213.963,-5.00E-04
G57,28,11_2_2022,1,G57_28_11_2_2022,321,85.24882748,4.945019957,6836.730569,2029.24336,378.7310479,79.20974143,157.1961046,35.412381,54.11506314,10.78835218,2.973789082,0.76395877,0.529473684,10.64619883,170.2631579,4434.817895,3275.684211,386.57,10360.52579,1050.632632,1169.116842,5.759473684,106.4484211,481.9857895,3818.676842,102.72,0.025789474
G57,28,11_4_2022,3,G57_28_11_4_2022,275,88.36887507,3.836571598,6293.862226,1770.019004,356.8934801,68.98271573,147.1901983,30.86237232,53.46555062,10.34027826,2.831602063,0.717627112,0.422173913,10.147343,165.2173913,4766.206957,4275.173913,446.0334783,9402.113043,922.9173913,755.7834783,5.464347826,69.74565217,397.1517391,3408.246522,95.59086957,-0.004347826
G57,28,11_9_2022,8,G57_28_11_9_2022,137.5,86.32964751,5.416148526,9550.153394,3036.330441,438.5191614,96.24977975,180.9905054,41.25328572,64.79735537,13.30362261,2.864117076,0.760381475,0.4605,9.930555556,160.2,5244.1465,4853.8,520.3895,10913.681,1084.894,829.3795,7.9015,76.355,510.0215,3699.8165,124.984,-0.003
G57,28,11_12_2022,11,G57_28_11_12_2022,153,67.79273724,3.964726237,8656.636574,2435.205941,417.1829482,84.48356626,173.2000246,38.08491906,62.34715096,11.66336747,2.849201588,0.697012332,0.526153846,12.21367521,195.7692308,5728.136154,4737.307692,463.9469231,14397.62231,1196.183077,953.3192308,5.018461538,90.98615385,597.5246154,3819.233846,90.35,-0.03
G57,28,11_14_2022,13,G57_28_11_14_2022,150,67.53976013,5.439510577,9838.638623,2789.103088,448.4227744,91.56872562,185.6184666,39.54773601,65.28788201,13.19267874,2.914954422,0.709780229,0.546315789,10.71929825,167.0526316,7070.89,5514.947368,568.5836842,19086.15211,1779.206316,1293.704211,8.166315789,131.4226316,847.1210526,4223.797895,146.9894737,0.004736842
G57,28,11_18_2022,17,G57_28_11_18_2022,78,69.89060793,4.757323592,9073.265501,2900.474324,443.3227686,98.30544043,185.1647069,43.70949968,61.26916875,13.48244745,3.12673292,0.854050027,0.574285714,11.76719577,187.3333333,6209.041905,4945.857143,492.2319048,16781.20762,1453.383333,1165.558571,3.439047619,113.3361905,726.0361905,4085.207619,61.90904762,0.036666667
G57,28,11_21_2022,20,G57_28_11_21_2022,85.5,68.2950363,6.536937128,8607.125285,3431.680141,433.6697779,111.2986785,181.521161,45.45566831,57.98960229,14.7978985,3.220093181,0.792971032,0.611,10.24166667,158.1,7406.853,5784.3,631.2485,20149.4575,1998.168,1328.0195,8.1055,142.5815,817.2465,4503.633,142.1305,0.0135
G57,28,11_23_2022,22,G57_28_11_23_2022,91.5,55.62993068,2.904860511,6409.601634,2104.557171,372.9437704,89.7349033,156.5245183,41.13064804,50.46786688,11.6184052,3.202302421,0.977447021,0.66625,12.10069444,189.5625,4481.488125,3711.375,296.610625,14479.29625,1175.4675,1347.03625,3.025625,123.184375,669.36875,4288.585625,53.440625,0.03125
