Genotype,Dish_Number,Date,Day_of,file,X,mean_grey,sd_grey,mean_area,sd_area,mean_perimeter,sd_perimeter,mean_major,sd_major,mean_minor,sd_minor,mean_ar,sd_ar,sd_turning,duration,N_frames,max_net,net_disp,net_speed,gross_disp,gross_speed,max_step,min_step,sd_step,sd_gross_speed,max_gross_speed,min_gross_speed,mean_turning
G56,1,11_1_2022,0,NA,NA,88.45142611,5.319192676,6392.672243,2053.384565,347.2054659,73.79449451,139.8377105,29.7653125,56.70530332,11.41854923,2.536700897,0.569237712,0.533913043,10.28019324,169.4347826,4874.163043,4259.956522,482.9117391,9156.283043,960.913913,855.7491304,8.404347826,81.53086957,482.4173913,3606.62,150.9526087,0.016956522
G56,1,11_2_2022,1,G56_1_11_2_2022,201,92.77842135,5.087443286,6640.035502,2315.784334,358.5696766,77.74216628,146.2196506,30.47455996,55.83647029,11.9388661,2.691212757,0.551993373,0.388571429,11.38095238,186.2380952,5816.43,4552.809524,467.6685714,13151.03095,1189.20381,991.9071429,13.34952381,89.25,467.6757143,3695.087619,230.1128571,0.002380952
G56,1,11_4_2022,3,G56_1_11_4_2022,189,86.43441113,6.600222883,6060.195783,1731.159706,339.9685975,68.5400827,139.5858406,29.03244163,53.46070503,9.306543081,2.655778383,0.614399257,0.456956522,11.14975845,182.0434783,5660.88087,4798,494.2486957,11235.14826,1041.043043,948.7382609,9.04826087,94.89695652,488.1986957,3669.97,127.1547826,0.01173913
G56,1,11_5_2022,4,G56_1_11_5_2022,13,82.73677749,3.090040069,7554.884101,2054.125518,373.250243,72.52356074,150.0427301,32.03762151,62.72478577,11.00676521,2.451091774,0.603652887,0.4848,11.2,188.16,4506.9792,3952.28,375.5552,9784.806,856.204,650.1056,4.6372,58.2544,428.4508,3279.6096,83.4724,0.0172
G33,2,11_1_2022,0,NA,NA,92.25591101,4.421332291,13407.49041,2999.740378,496.2549099,82.94758307,198.2031532,36.80510195,84.95497174,11.55197985,2.368337633,0.482513694,0.481153846,10.77991453,185.8076923,4910.333077,3704.769231,406.505,11848.05731,1099.099615,762.9096154,5.355,65.47730769,445.3057692,3609.729615,96.23538462,0.009230769
G33,2,11_2_2022,1,G33_2_11_2_2022,28.5,89.62237879,8.265619773,10252.5931,3540.279629,468.9711418,104.0506558,193.7144123,40.5972186,65.42490085,14.96899268,3.03884349,0.617832737,0.46,9.822916667,150.125,8087.34,7021.5625,804.815625,20983.14875,2159.2375,1394.86,25.87125,159.375625,692.791875,4889.469375,459.958125,0.006875
G33,2,11_4_2022,3,G33_2_11_4_2022,29,86.35384656,6.560491496,9336.712076,2623.123989,436.6237192,81.15088962,180.2909537,34.01260068,64.57410761,12.33963463,2.848620917,0.589500806,0.396,13.50740741,222.4,7146.046667,6243.2,501.3893333,15709.22067,1182.116667,1025.211333,6.633333333,90.16,452.8946667,4101.377333,107.5993333,0
Mix,22,11_12_2022,12,Mix_2_11_12_2022,379.5,67.7518928,5.010024429,9884.964569,3287.201347,447.0024969,103.2634308,185.982608,44.49370899,64.21238435,13.41780945,2.924417985,0.669172627,0.553125,10.80555556,173.6875,7496.4,6721.1875,750.010625,15466.09438,1517.605625,1091.22,4.6075,119.4525,743.733125,4527.204375,82.319375,-0.01625
Mix,3,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,3,11_2_2022,2,Mix_3_11_2_2022,658,91.84556102,8.658945984,6818.156638,2479.922373,375.336538,84.86828278,155.3454564,35.13985476,54.01669888,11.84838647,2.954085455,0.647118741,0.456666667,11.56666667,185.6666667,6803.308667,5257.6,626.5113333,21064.75133,1966.272,1458.383333,29.14666667,126.1433333,594.1633333,4322.93,499.9826667,0.016
Mix,3,11_9_2022,9,Mix_3_11_9_2022,420,85.87711949,4.617502622,6978.49445,2139.994096,358.657733,74.71067185,144.4324665,31.25876752,59.79817064,10.97536443,2.446164034,0.551527388,0.513076923,12.2008547,195.6923077,5839.513846,5040.461538,467.75,10797.09538,933.0884615,962.4361538,7.315384615,85.89,462.8884615,3600.492308,131.66,-0.012307692
Mix,3,11_12_2022,12,Mix_3_11_12_2022,445.5,92.38568367,4.401829004,7642.027952,1719.49285,382.4427314,63.54224651,155.7176723,28.50102937,61.32770653,8.497765415,2.567793902,0.500425098,0.481666667,12.89197531,217.0555556,5804.842778,4891.833333,410.2122222,12422.73278,946.4577778,669.7594444,3.305555556,60.21833333,479.2888889,3539.794444,58.69444444,0.009444444
Mix,3,11_14_2022,14,Mix_3_11_14_2022,415,67.65226426,3.88835454,6454.450233,2161.359641,365.0152834,79.7451766,151.885941,34.61390334,51.86855052,10.69887405,2.950029956,0.630935082,0.526363636,10.47474747,164.2727273,7171.222727,6156.454545,691.3172727,15873.92364,1525.477273,1134.446364,5.794545455,111.0490909,670.2918182,4042.500909,104.3036364,-0.019090909
Mix,3,11_18_2022,18,Mix_3_11_18_2022,307,74.47599875,3.315363683,6822.909652,2173.393289,379.3156286,77.14317281,157.771219,30.13118081,53.45383058,10.10583989,3.000737248,0.581290994,0.455294118,12.0620915,203.7647059,6818.265294,4552.117647,472.4611765,20589.68,1718.477647,949.4911765,5.025882353,88.80411765,780.2035294,4026.617059,90.46764706,-0.008235294
Mix,3,11_21_2022,21,Mix_3_11_21_2022,314.5,70.35812012,4.077811955,6464.897252,2532.663325,359.4310471,89.86122756,147.4615074,37.03500509,52.98168573,12.15686535,2.816056165,0.634852453,0.49,9.191666667,137.7,6696.0355,4260.75,554.281,17965.401,1920.291,1523.2855,16.8745,152.408,653.927,4314.87,254.5315,-0.003
Mix,4,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,4,11_2_2022,2,Mix_4_11_2_2022,743,86.53556418,4.772312927,9277.36931,2647.59924,422.8574514,86.8782524,172.6152938,40.6364522,66.54716697,11.60898437,2.638130537,0.676473014,0.527058824,12.14052288,197.4705882,4972.62,4125.176471,388.6005882,12834.18706,1064.085294,968.0464706,3.785882353,90.86058824,568.9935294,3480.853529,68.17,0.01
Mix,4,11_4_2022,4,Mix_4_11_4_2022,706.5,86.1957502,5.43176642,9045.363117,2497.591202,434.7001549,80.14817283,181.2639445,33.82732958,61.63984077,11.36600985,2.999982549,0.549324849,0.36875,10.95833333,175.3125,7722.846875,6454.125,690.56375,17501.4275,1614.04,1223.925625,7.253125,116.5125,597.853125,3748.2025,130.553125,0.005625
Mix,4,11_9_2022,9,Mix_4_11_9_2022,471,73.74774962,4.420499001,7840.607743,2393.763806,395.8076319,82.4376324,163.6884075,35.90498916,58.91055539,11.10146524,2.811208643,0.585568781,0.452105263,11.83040936,195.7894737,6239.442632,5012.684211,471.3110526,14119.67526,1203.288947,939.2415789,4.647368421,89.09736842,592.4026316,4277.327368,75.65947368,0.012631579
Mix,4,11_12_2022,12,Mix_4_11_12_2022,506.5,91.07357401,4.328595268,9156.244834,2128.699049,427.4658844,66.59457444,176.3383159,29.79110627,64.85584404,8.944017679,2.747387788,0.488155376,0.402777778,11.5,198.1111111,6326.825,4861.833333,513.7072222,12440.78389,1115.04,733.1427778,5.470555556,68.31777778,505.7222222,3328.902222,97.97944444,0.015555556
Mix,4,11_14_2022,14,Mix_4_11_14_2022,468.5,65.25328414,4.883140093,5868.745083,2072.755933,338.7296711,83.56631004,139.3444954,36.41944934,51.01617824,10.36548509,2.769573727,0.697578458,0.528571429,10.88888889,164.5,5694.796429,4060.142857,448.8628571,14366.84571,1415.642857,1694.415,6.023571429,181.1035714,678.7442857,4317.157857,108.4085714,0.002142857
Mix,5,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,5,11_2_2022,2,Mix_5_11_2_2022,866.5,81.19732327,7.613737141,8923.447596,3283.566459,426.6019013,102.6668102,176.5536428,43.11702914,61.04909611,14.26078183,2.983384001,0.680170102,0.544444444,9.941358025,159.2222222,6424.958333,4493.277778,472.5422222,16757.85778,1728.389444,954.8555556,9.542222222,103.1333333,800.4516667,4393.939444,125.0633333,-0.006111111
Mix,5,11_4_2022,4,Mix_5_11_4_2022,827,87.02344319,5.564577409,9801.625079,3029.57904,448.6035418,91.37252346,184.8955711,38.71616822,65.40612361,12.21758588,2.872344742,0.579798107,0.440666667,12.10740741,202.2,6912.797333,5487.466667,483.6826667,15420.80133,1326.8,949.7693333,5.6,82.38666667,542.0753333,3842.246667,100.8026667,0.002
Mix,5,11_9_2022,9,Mix_5_11_9_2022,528,75.18158125,2.962149268,7063.231006,1738.735761,364.203727,63.46326814,147.3055362,28.15051577,60.05954305,9.469263553,2.495013705,0.539222666,0.48826087,13.03381643,222.5217391,5105.827826,4441.130435,349.6613043,9965.351739,762.863913,565.6408696,3.873478261,48.04217391,431.7930435,3481.637826,69.73130435,-0.014347826
Mix,6,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,6,11_2_2022,2,Mix_6_11_2_2022,900,77.77408819,7.035761144,9862.534278,3456.736479,450.0691768,95.37129029,185.5271606,40.34307188,65.33070213,15.76348554,2.962221773,0.699624772,0.528,11.04814815,170,7226.922667,5414.266667,522.816,25072.35133,2269.174,1906.822667,18.558,190.552,793.7193333,4709.364,276.0633333,0.004666667
Mix,6,11_4_2022,4,Mix_6_11_4_2022,841,85.64625871,6.252862148,9264.111003,2906.880997,439.138077,89.44394822,182.3878737,37.79819978,62.57877005,13.03601771,2.983999907,0.652756765,0.413846154,11.19230769,181,6656.913077,4532.615385,481.9753846,17853.27385,1608.394615,1659.727692,6.158461538,140.2092308,599.8961538,3746.917692,110.8707692,-0.001538462
Mix,6,11_8_2022,8,Mix_6_11_8_2022,122.5,88.0193809,7.788382361,9332.522792,2699.28427,436.402326,81.28194575,179.8892043,35.01850959,64.50912421,12.11343822,2.855718414,0.636441238,0.4265,11.50277778,188.05,7332.775,5802.25,590.319,19467.5705,1698.3185,1223.0665,8.589,108.4245,691.496,4358.1875,147.692,-0.002
G57,7,11_1_2022,0,NA,NA,86.90805023,7.624231882,9519.16049,3734.001901,476.3086837,121.7300267,200.4149906,46.58262083,58.07185099,14.21350641,3.531265964,0.785921035,0.6125,10.43888889,160.85,6410.927,5419.25,575.3665,20024.9525,1924.931,1241.0515,14.916,129.2645,659.268,4884.2435,213.963,-5.00E-04
G57,7,11_2_2022,1,G57_7_11_2_2022,383.5,74.37151688,7.867261929,5750.33894,2352.88676,370.3170736,101.5800688,157.6190193,43.80242808,44.43542103,10.78528428,3.647108921,0.980505219,0.657857143,10.01190476,142.2857143,5700.112143,5096.214286,543.1721429,19449.42429,1940.667143,1710.434286,14.44928571,196.5285714,795.2635714,4792.498571,173.01,-0.022142857
G57,7,11_4_2022,3,G57_7_11_4_2022,336,86.14286784,4.73253978,6752.795791,1802.758994,372.6356862,71.23523553,154.4800026,32.2556177,54.76813061,10.48586966,2.889457216,0.736010945,0.4696,10.94666667,173.2,5490.0052,4447.88,452.2568,11907.5952,1069.2584,905.496,4.7508,87.9864,470.7928,3962.9912,82.7888,-0.0236
G57,7,11_9_2022,8,G57_7_11_9_2022,177,69.14638387,6.308739662,9847.359758,3661.134696,458.8128698,110.2470387,193.6455831,47.38355935,62.01484112,13.84649468,3.173061386,0.722673501,0.573529412,9.647058824,145.1176471,6727.989412,4508.941176,581.0882353,22789.95706,2393.112353,1832.059412,24.80176471,192.5758824,772.2658824,4689.729412,375.7982353,-0.005882353
G57,7,11_12_2022,11,G57_7_11_12_2022,207.5,90.50141081,5.011421909,12714.66222,3321.821861,517.0515959,95.73558399,215.4294846,42.13065967,74.07861125,12.55503189,2.964497979,0.649081512,0.508,11.31388889,190.6,6613.984,5066.05,530.247,17447.547,1554.7435,964.221,5.331,99.403,757.085,4114.81,95.9485,0.0075
G9,8,11_1_2022,0,NA,NA,86.24545027,4.92696165,10753.88278,3298.380869,481.2048019,102.0171147,198.0541202,42.21661665,67.66875938,14.02686929,3.003483538,0.695391076,0.469565217,11.82125604,192.5217391,5983.329565,4786.478261,431.0604348,16166.25435,1315.460435,1054.294783,7.123478261,97.71217391,591.6104348,4199.303043,125.193913,0.010869565
G9,8,11_2_2022,1,G9_8_11_2_2022,469.5,78.73180306,7.654102425,6999.674389,3075.704299,387.8775538,111.145613,161.2080443,46.239344,52.44138409,14.79302951,3.182451912,0.933847546,0.565,10.4047619,152.3571429,4685.432857,3124.357143,361.2221429,18155.22571,1786.578571,1866.825714,17.46714286,214.6714286,786.8857143,4574.448571,174.9642857,0.021428571
G9,8,11_4_2022,3,G9_8_11_4_2022,435.5,85.51938108,4.789531269,6917.718914,2036.557992,375.3581865,76.65238161,154.2583576,33.49533137,55.62104575,11.21165113,2.83714491,0.701950994,0.475555556,10.77777778,170.6111111,5698.685556,5045.444444,508.1111111,11499.80278,1064.577778,841.6477778,5.493333333,77.97277778,484.4338889,3326.844444,89.85388889,-0.006111111
G9,8,11_9_2022,8,G9_8_11_9_2022,271.5,82.24498436,5.832054409,13886.64507,4249.641513,541.1717481,115.1409615,225.3309296,49.59152304,76.06075843,14.87016952,3.020733187,0.692467946,0.548,9.733333333,155,6024.877,4601.55,534.162,16459.3105,1699.006,1477.438,11.809,147.2695,780.5055,4178.8285,210.525,-0.0025
G9,8,11_12_2022,11,G9_8_11_12_2022,289,90.96377885,4.741629537,16777.07051,4586.18245,583.3147479,112.5824904,240.5891968,47.29569052,86.71583754,14.52481751,2.806900737,0.534890639,0.523684211,10.86842105,178.1052632,6994.599474,5652.842105,644.27,17151.50526,1589.582105,987.7352632,7.371578947,90.24105263,755.3310526,4082.495789,131.1394737,-0.007894737
G9,8,11_14_2022,13,G9_8_11_14_2022,243,69.79881039,5.764090035,13227.20181,4362.6799,545.791361,117.7941263,229.9499777,48.11696834,70.61773154,15.9121264,3.316332166,0.64180304,0.54,9.871794872,151.6153846,7646.152308,5009.846154,532.8615385,26700.44692,2744.864615,1268.228462,39.80692308,129.8830769,609.8507692,4851.94,498.8153846,-0.006923077
G9,8,11_18_2022,17,G9_8_11_18_2022,166.5,72.49571442,3.99446999,13275.67967,3280.240009,531.7351893,94.97610218,220.8712061,40.58679029,74.76136376,12.05949397,3.00056465,0.572684925,0.463888889,11.28395062,186.8333333,6923.402778,5005.722222,579.6416667,17199.40889,1582.053889,1072.994444,7.656666667,99.10055556,704.5388889,3890.382222,128.2466667,0.021666667
G9,8,11_21_2022,20,G9_8_11_21_2022,180,69.22881,4.788271315,13700.50798,4735.199295,540.6620472,126.1484422,225.1981237,53.36592105,74.74324316,15.55904296,3.066701946,0.676544654,0.52173913,10.16666667,164.8695652,6888.793478,5258.217391,681.7608696,18321.73696,1798.741739,1013.813043,12.5173913,100.1443478,700.3782609,4565.243913,186.0682609,0.011304348
G9,8,11_23_2022,22,G9_8_11_23_2022,184.5,67.68261164,5.035182011,13323.18775,4101.150552,524.5703016,114.8895842,217.7168513,52.01976741,75.56737987,14.15458165,2.954706323,0.726328602,0.568181818,10.68686869,172.5454545,6119.101364,5050.5,501.9463636,14962.38409,1422.045455,1309.856364,3.986818182,130.2268182,732.7490909,3649.827273,71.23727273,-0.008181818
G34,9,11_1_2022,0,NA,NA,89.71817246,6.031563331,14867.60555,3404.413069,541.2966039,88.52892464,219.9695301,35.33341165,84.80744057,13.99222998,2.638800964,0.470422377,0.442727273,10.84343434,181.3181818,7403.894545,5143.954545,582.1863636,20167.24727,1902.055909,1208.239545,14.77909091,111.9527273,600.5195455,4333.955455,265.1281818,-0.005909091
G34,9,11_2_2022,1,G34_9_11_2_2022,182.5,77.16474506,8.441458356,7442.620099,2683.754758,387.1141256,89.4426022,160.3937859,36.26338995,56.41851471,13.54393786,2.939750332,0.688832152,0.47,10.34027778,160.0625,7253.0675,5559.75,608.288125,21680.4025,2015.36875,1632.974375,21.485625,158.746875,643.103125,4325.485,346.546875,-0.0075
G34,9,11_4_2022,3,G34_9_11_4_2022,168.5,85.38071793,4.812212287,9354.554849,2236.623413,439.3141534,72.14501171,182.0980137,33.72823913,64.89695365,10.89580891,2.87863738,0.676967648,0.308333333,12.57716049,209.6666667,5917.145,5269.111111,481.6038889,13502.02556,1072.733333,960.0105556,9.167777778,83.21166667,425.2988889,3508.176667,165.035,0.001111111
G34,9,11_9_2022,8,G34_9_11_9_2022,73,86.10480176,3.875602578,14864.04819,3399.182938,561.5420408,101.6956437,233.8245206,47.14372316,80.49522141,11.39228398,2.958864579,0.675672663,0.379047619,9.703703704,160.1904762,4982.719048,4251.285714,507.3342857,11050.15143,1136.872857,915.8161905,8.27952381,83.9,497.177619,3649.749524,140.8866667,0.019047619
G34,9,11_12_2022,11,G34_9_11_12_2022,60.5,91.47406231,6.006259207,13233.86428,3508.599802,540.498266,98.42214335,226.4756469,40.97942203,73.0588009,13.71870706,3.159874573,0.606101434,0.44,10.43055556,166.4375,7344.699375,6344.5625,702.693125,19667.63875,1881.09,1212.366875,15.074375,123.848125,690.57375,4441.67875,217.915,-0.006875
G34,9,11_14_2022,13,G34_9_11_14_2022,54,68.39921521,4.262744773,9725.666464,3049.492773,459.145077,102.9775035,192.4693362,46.16030018,62.95686597,13.32669527,3.144044999,0.842611837,0.615263158,10.39473684,164.5263158,4498.903684,3387.210526,391.3352632,12731.55105,1234.055789,1174.042632,4.081052632,124.1047368,687.52,4045.51,68.59263158,0.007368421
G34,9,11_18_2022,17,G34_9_11_18_2022,26.5,69.37536574,3.238454043,9808.330891,2757.569923,454.7932508,86.52445546,190.6431272,39.62887937,63.6748035,11.3413208,3.052470402,0.653649736,0.463333333,10.25308642,166.7777778,5737.062222,4923.111111,536.5655556,14935.35333,1496.578333,1264.945,9.003888889,115.9355556,674.7288889,3598.908889,162.0638889,0.036111111
G34,9,11_21_2022,20,G34_9_11_21_2022,27.5,69.08695852,4.10125835,9477.813986,2959.899774,459.7640836,97.9800924,192.4608343,39.89275366,61.16400148,13.21221767,3.260640255,0.773080929,0.453,11.13055556,176.95,5461.492,4256.4,403.334,13544.801,1189.7445,1277.1485,6.43,116.7615,555.9295,3771.7095,115.6895,0.0285
G34,9,11_23_2022,22,G34_9_11_23_2022,30,71.80328721,3.271090844,11690.64527,2415.03956,510.6741576,76.53208169,217.0707723,34.06364617,67.59242213,8.906571346,3.2463847,0.564197054,0.460434783,11.12560386,190.6521739,6393.111304,5040.217391,529.2769565,16503.77957,1464.535217,793.9586957,6.227391304,73.06434783,654.4565217,4190.1,112.0817391,-0.010434783
Mix,10,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,10,11_2_2022,2,Mix_10_11_2_2022,484.5,83.82572299,5.979670231,7877.167698,2451.638297,391.074144,78.13566964,160.4327259,31.86657183,59.67956404,12.10460094,2.724145683,0.55675695,0.42375,10.80555556,176.875,8138.00375,7096.5,773.495,19596.93625,1915.069375,1330.43375,34.22375,117.6225,590.216875,4118.92375,573.15375,0.003125
Mix,10,11_4_2022,4,Mix_10_11_4_2022,453.5,82.70194266,6.159522392,8139.602686,2515.889585,408.5517267,88.96084365,170.6325164,40.70719806,58.86067052,10.46518823,2.944631629,0.678339955,0.471111111,11.84567901,187.4444444,5720.906667,4886.222222,457.5872222,12853.24722,1123.387778,915.3538889,5.108888889,90.87722222,571.8538889,4000.799444,74.58666667,-0.000555556
Mix,10,11_9_2022,9,Mix_10_11_9_2022,296,84.82963391,5.154320448,10741.5975,2883.237644,471.7048208,90.25489044,194.6859978,39.99296371,68.75042825,11.80592108,2.892505351,0.638929883,0.528275862,10.11685824,165.7586207,6680.206552,5585.758621,647.8762069,13664.78655,1371.554483,909.4396552,5.536896552,84.46793103,659.7568966,3854.984138,99.14275862,0.007931034
Mix,10,11_12_2022,12,Mix_10_11_12_2022,305,93.37519544,3.526338003,10397.15831,2514.076057,461.6094089,75.41992327,190.9932543,33.92081053,68.39892187,9.624594496,2.82642349,0.534125833,0.485384615,12.87179487,220.3846154,6277.786923,5123.153846,439.2092308,17306.13462,1411.85,1073.132308,3.979230769,94.70538462,716.5715385,4162.499231,71.61615385,0.000769231
Mix,10,11_14_2022,14,Mix_10_11_14_2022,258,67.88804445,4.594314103,7034.04373,2843.506831,363.120173,94.83055339,148.2367032,39.52550533,56.69709051,13.40003651,2.648066716,0.645470677,0.640588235,10.80392157,169.6470588,5695.237647,4361.294118,475.4435294,14623.83882,1324.594706,1170.5,5.575882353,127.3035294,724.0505882,4462.962941,100.2735294,0.015294118
Mix,10,11_18_2022,18,Mix_10_11_18_2022,182,67.50155359,5.724702416,9012.873608,4289.497381,449.7869384,131.1690464,188.8556183,53.63439981,56.68935254,16.51487426,3.429853771,0.799326137,0.575384615,8.948717949,128.5384615,7336.434615,5416.692308,695.5638462,24058.22308,2740.09,1515.145385,54.49230769,176.3746154,623.6538462,4951.838462,543.1215385,-0.002307692
Mix,10,11_21_2022,21,Mix_10_11_21_2022,202,68.28063805,5.373703858,10026.02883,4219.989774,463.4035144,126.1049042,192.6704881,49.98089212,62.59251751,16.75258392,3.188299338,0.77618025,0.551904762,9.835978836,150.1428571,6377.911429,4829.904762,560.3580952,16890.78857,1707.477619,1252.140952,8.946666667,127.5704762,731.437619,4414.69381,133.1552381,0.007142857
Mix,10,11_23_2022,23,Mix_10_11_23_2022,204,69.58115887,4.08875902,11275.65365,3496.755218,474.8719691,107.371614,195.617176,48.8493782,71.25545717,12.94679432,2.796976223,0.700596835,0.586470588,11.76143791,189.1764706,5316.608235,4425.176471,450.7229412,13437.11647,1153.308824,1038.253529,3.942352941,96.20647059,643.4782353,4029.604706,67.88176471,-0.001764706
G9,11,11_1_2022,0,NA,NA,86.24545027,4.92696165,10753.88278,3298.380869,481.2048019,102.0171147,198.0541202,42.21661665,67.66875938,14.02686929,3.003483538,0.695391076,0.469565217,11.82125604,192.5217391,5983.329565,4786.478261,431.0604348,16166.25435,1315.460435,1054.294783,7.123478261,97.71217391,591.6104348,4199.303043,125.193913,0.010869565
G9,11,11_2_2022,1,G9_11_11_2_2022,399.5,85.68711661,5.703461863,7474.975733,2729.001617,393.7734349,98.47519686,161.893314,40.54507362,56.6949613,13.28348366,2.9230031,0.726323638,0.601111111,11.05555556,168.0555556,5253.034444,3792.111111,420.5816667,16312.775,1516.867778,1337.084444,9.998333333,152.03,758.4588889,4500.720556,157.6772222,0.011666667
G9,11,11_4_2022,3,G9_11_11_4_2022,358.5,83.50998809,4.650238321,6645.751008,1924.181369,369.0561835,72.21923332,153.0125776,32.539655,54.02620252,10.73116228,2.9192188,0.708640799,0.424,11.21666667,182.45,5793.2635,4820.8,441.039,14419.1475,1272.8915,1080.179,12.511,97.6345,528.8745,4328.335,215.464,0.005
G9,11,11_9_2022,8,G9_11_11_9_2022,195,80.76056612,7.621260664,11615.59115,3947.399279,498.8110879,120.964794,208.5691958,52.38036579,68.69531062,14.38383278,3.103414288,0.775356758,0.760526316,10.42105263,161.8421053,6629.993684,5582.157895,584.8510526,17585.68789,1688.305789,1436.232632,8.478947368,143.7552632,873.2542105,4611.114737,152.6368421,-0.006842105
G9,11,11_12_2022,11,G9_11_11_12_2022,224,87.22938272,5.940766065,12260.15963,3669.096693,512.1583842,104.5586885,214.6686651,45.27306581,70.02585171,13.86308407,3.144663745,0.64153038,0.503076923,9.636752137,155.2307692,6409.789231,4762.461538,497.6992308,19973.77,2055.495385,1404.323077,13.71076923,142.58,770.8723077,4615.6,198.3753846,-2.67E-19
G9,11,11_14_2022,13,G9_11_11_14_2022,170,70.19579449,2.906273565,10163.34602,2676.017244,467.7025654,93.85180517,195.7005456,42.94464044,65.31580715,11.28290055,3.063764597,0.76800192,0.643333333,10.3994709,168.5714286,4555.121429,3971.904762,411.1119048,10156.40952,956.4404762,912.0057143,4.28952381,88.61714286,571.2204762,3468.249524,74.5452381,-0.029047619
G9,11,11_18_2022,17,G9_11_11_18_2022,98,68.92043261,5.128045566,11492.00078,3804.613693,506.8159763,117.8962966,212.4905452,49.29432776,66.60636406,12.64729413,3.277973365,0.741095147,0.51,10.16081871,163.4736842,7022.867368,5190,630.8636842,18574.59053,1855.816316,1182.682105,10.11947368,119.5778947,685.8057895,4494.309474,182.1426316,-0.012105263
G9,11,11_21_2022,20,G9_11_11_21_2022,104,67.07258511,5.848080066,9607.684266,3877.2029,467.270733,117.135106,195.9955365,49.2636867,59.45674854,14.37457679,3.379551365,0.729439829,0.51,9.098039216,140.9411765,6771.395294,5322.705882,645.4670588,21729.69824,2409.796471,1839.628824,32.27764706,174.9105882,639.6029412,4927.882941,452.1652941,-0.011764706
G9,11,11_23_2022,22,G9_11_11_23_2022,109,68.96796381,5.420781842,10608.33724,3705.71865,471.2633934,106.3609877,195.1802239,44.4160092,66.78343593,15.65983454,2.993849642,0.678275091,0.529473684,10.61988304,169,6964.714737,6118.210526,689.5778947,17567.29263,1697.168421,1201.813158,7.574736842,119.0705263,777.4568421,4620.015789,122.7305263,0.012631579
Mix,12,10_31_2022,0,NA,NA,88.71580202,5.664656366,10988.16229,3097.984156,468.4540931,93.80362873,191.2959009,38.14061272,70.4416652,13.04062695,2.815717799,0.600697179,0.507971876,10.83273741,177.9864792,5916.529446,4662.881712,495.6060075,15472.55889,1440.492174,1024.448915,10.1155834,97.18751569,555.8242282,4126.770323,170.2946176,0.006129553
Mix,12,11_2_2022,2,Mix_12_11_2_2022,501.5,83.4874305,6.951093109,9845.943926,3664.773902,444.1315863,108.9600917,180.1543879,40.82998706,66.50219995,16.80106486,2.81194464,0.674319988,0.572222222,10.13271605,159.1111111,6376.149444,4557.611111,474.2661111,20459.58611,1991.103889,1328.501111,17.85777778,131.7994444,791.2683333,4389.029444,298.025,0.011111111
Mix,12,11_4_2022,4,Mix_12_11_4_2022,473,83.00194846,6.102823582,8839.561082,2779.926428,411.1356171,89.53045203,167.9371803,38.81391381,63.24094189,12.67629388,2.671761129,0.594748523,0.562380952,11.50529101,184.1904762,6286.468095,5232.761905,556.1933333,14757.77095,1281.806667,1224.998095,4.303333333,111.8,686.9138095,4306.361905,77.45809524,-0.025238095
Mix,12,11_9_2022,9,Mix_12_11_9_2022,320.5,83.55262397,5.484938436,9053.762043,2638.041066,429.9427236,85.98219985,178.2198974,37.55597912,62.64057273,11.08498605,2.871342459,0.6222073,0.4785,10.44444444,167.45,7482.901,6379.8,698.892,14343.418,1400.5615,1179.6815,5.6275,112.3275,644.6485,4035.005,96.856,-3.48E-19
